NAME,DINING TIME,RATING,REVIEW
Erica,"Dined on April 29, 2021",5,The food and service was great ! It was actually my second time there.
OpenTable Diner,"Dined on April 29, 2021",5,The food was fantastic I’ve been thinking about it since I left. Will definitely be back
OpenTable Diner,"Dined on April 28, 2021",5,The food is amazing. Excellent service every single time!
Anna,"Dined on April 28, 2021",5,Everything was amazing!!! I will definitely be back
OpenTable Diner,"Dined on April 28, 2021",5,"Amazing, everything was amazing, from the waiter to the manager to the bus boys, the food, everything was amazing"
OpenTable Diner,"Dined on April 28, 2021",5,"Amazing experience for my first time ,our  host Juliet was phenomenal"
KeyonnahL,"Dined on April 27, 2021",5,Everything was amazing from the food to the lighting!
RayK,"Dined on April 27, 2021",4,"The food was delicious. However, a couple of the menu items that we ordered were not available. That was disappointing."
Chrissie,"Dined on April 26, 2021",5,One  of My Most favorite restaurant I love the food it’s the best always great always a great experience
OpenTable Diner,"Dined on April 26, 2021",5,"Once we finally made it inside everything was amazing! However,  I did not like that we had a reservation for 7:45 pm but weren't seated until an hour later. The parking garage around the corner closes at 10 pm so while waiting on our food my bf had to go get our car and find a street spot."
Reem,"Dined on April 26, 2021",5,The food and service were excellent! I love their steaks and the lobster fried rice. The chicken satay and dumplings were delicious!
ChericeS,"Dined on April 26, 2021",5,"Hands down the best experience from the security to the food! We were seated right away, the food was beyond delicious, the service was impeccable, the atmosphere was just right! We’ve even reserved for the 3 other dates already and will recommend to all of our colleagues."
OpenTable Diner,"Dined on April 26, 2021",5,"I Love Bklyn Chop House!!! Food is delicious, portions are generous and the prices are well worth it. Staff is beyond friendly, helpful and tentative. I recommend it to all who I know ."
OpenTable Diner,"Dined on April 25, 2021",2,The food quality is not worth the price.  Dumplings lack flavor. Small plates were lacking as well. Be ready to wait a while for your meal.
OpenTable Diner,"Dined on April 25, 2021",5,Celebrated our Birthday
Chica,"Dined on April 25, 2021",5,"OMG the place is so beautiful, the staff outstanding, the food speechless."
CarolineL,"Dined on April 25, 2021",5,Thank you Tony !
OpenTable Diner,"Dined on April 23, 2021",4,"It was very nice to come to Brooklyn Chop house for a 4th time since Valentine’s Day. However, this time, although our server was nice. It wasn’t until we paid the bill that he (Niko) was rude! He was not satisfied with his tip, and what we did not appreciate was how he left the Restuarant lookin for us - asking for an ADDITIONAL TIP! HORRIBLE!  I’m not sure what hospitality means to Brooklyn Chop House, but I’m sure THAT BEHAVIOR is unacceptable, and not tolerated! It left us in a uncomfortable mood for my friends birthday. However, I will be returning to The Restuarant soon, and I can ensure you that everytime I visit- and I personally speak with a manager and explain why we don’t want Niko to serve us... that’s if he still works there."
EbonyF,"Dined on April 22, 2021",5,"The food and the drinks were absolutely amazing, I love eating at the Brooklyn Chop House, it’s one of my favorite places to eat at"
OpenTable Diner,"Dined on April 21, 2021",2,Food was decent. Service took for ever and was not very busy.
Ketsia,"Dined on April 20, 2021",5,"Service was amazing, food was amazing, such a great atmosphere."
Jereme,"Dined on April 20, 2021",5,"Great spot, great vibes, a lil expensive though, but I will go again and recommend."
KamikaS,"Dined on April 19, 2021",5,Brooklyn chophouse is worth every penny this has been my second visit first visit was for a birthday second visit was for my birthday I enjoyed every bit of it my next visit will just be me and my grandmother I want her to enjoy the delicious foods I always rave about. Thank you guys for all your hard work and your patience and your great customer service see you this summer!
JenniferM,"Dined on April 19, 2021",2,Waiter was had no patience rushed my whole dinner seating horrible they sat us by the door and it was cold
RachelD,"Dined on April 19, 2021",1,The food was waaayyyyy too overpriced paid 89 for a whole duck and I didn't even get the bones the waiter lied to me he wasn't as attentive as he shld have been and I have had waaaayyyyyy better food priced lower. Dont even waste your money it's not worth the hype
chyG,"Dined on April 19, 2021",5,"We originally wanted an inside table but they were at max capacity so we sat outside, but it was beautiful out and we really enjoyed our server! The only complaint I have about our table is that it was a little wobbly and very small. We had a few issues maneuvering plates and drinks and the plexiglass but that was the only hiccup for the evening. Our food was amazing in our server was very attentive and informative and responsive"
ShaniJ,"Dined on April 19, 2021",5,Would recommend this spot to all my ppl… BLM… A plus
OpenTable Diner,"Dined on April 19, 2021",5,"1. This was mine and my boyfriend's first time eating here.  2. I called prior to confirm the dress code and was told "" dress to impress, but no hoodies "". Knowing that, I told my boyfriend to leave his hoody in the car, which he did. But after being seated we spotted two other individuals with hoodies on, one being a customer and one being an employee. So that stood out to me, because it was a bit cold in the restaurant. 3. No one was available in the car parking lot, so we parked 2 blocks away, which wasn't a problem. But the convenience was having the lot close to the location, hopefully next time someone would be available. 4. Upon arriving, Security was AWESOME so very polite. Upon checking in, Staff was AMAZING. The ambiance was GREAT, Everything was Just so perfect. I did request a window seat, but was told they were all occupied, so we sat in the 2 seater high seat for more of an intimate date. 5. Customer service was BEYOND GREAT, the BUSSERS WERE SPECTACULAR. The food was SO VERY DELICIOUS AND TASTEFUL. The drinks were VERY WELL PREPARED AND MADE with LOVE.  6. The only thing that really stood out to me the most, was when the bill arrived and I was ready to formulate a tip. I said wait, and asked my boyfriend if he knew the name of our server. He said "" no "" & neither did I. Because the first thing we were asked was, would you guys like some water? Never did he introduce himself to us. So when I saw his name to be "" Alex D "" the receipt, I for sure knew he failed to tell us because my little sister's name is Alexandra and her nickname is "" Alex "" so if that name was said to me, I surely would have remembered. Hopefully, he remembers to introduce himself to his future guests. Im also in the food service | customer service business as well and customer is everything to me. You HAVE to love what you do with patience, common courtesy and hospitality. We did enjoy ourselves and this first time experience. We'll be back again. THANK YOU ALLL SO MUCHH !!"
vanessas,"Dined on April 18, 2021",1,Ive been to BK chophouse before so i was very surprised by the service. I told my waiter I was ready to order and he literally told me no then walked away! He came back 10 minutes later and was super rushed when taking my order. That set the tone for the evening and everything went downhill from there.
JustinA,"Dined on April 18, 2021",1,Service was horrible i had a reservation for 8pm and I didn’t get seated until close to 10 pm than they forgot half of our  appetizers and sides than we had to rush out because the lights turned on before we even got our food definitely will not be going back
ChloeM,"Dined on April 18, 2021",5,We had to wait online for over 30 mins after having a reservation & we never even got to go inside they made us do outdoor dinning.
OpenTable Diner,"Dined on April 18, 2021",5,"Due to NYC COVID regulations, my friend and I had to sit in their outdoor dining area because there was only 50% capacity allowed indoors. The host/greeter was very friendly and explained this to us. I could tell he probably gets pushback often because he over-explained the situation. Their outdoor space is setup well, heat lamps that actually provide great heat. Service was on point, our waiter was attentive and so was the support staff that brought water, removed/replaced plates/knives/forks. As for the food, we had the duck tacos and lobster egg roll dumplings to start. Both were tasty, but I don’t think I’d have it again. For our entrée I had the salmon and my friend had the bass and we paired it with the lobster fried rice, we really enjoyed our meals. Drinks were yummy. I would definitely return."
DanieleD,"Dined on April 18, 2021",1,Made reservations a week before and was advised when we arrived we still had a long wait ahead of us ........... opted to sit outside because we drove 2 hours to get excited to taste the food. The food was overpriced and not tasty at all . Overpriced Chinese food . Lamb chops were overcooked . The server Rodney was having a bad day apparently upset he had to many tables .
AnthonyW,"Dined on April 18, 2021",5,Food and service was exceptional and the staff was attentive to our needs which provided for an overall wonderful experience
MillalaL,"Dined on April 18, 2021",5,Great customer service and excellent food!
MonekaS,"Dined on April 18, 2021",5,"MY WAITER ALEX WAS AMAZING! LOVED HIM, HIS SUGGESTION FOR APPITIZERS AND ALL HIS KNOWLEDGE WITH THE FOOD & DRINKS! I LEFT THERE SO HAPPY! OH, ALSO HIS ATTENTIVENESS, IN MAKING SURE EVERYTHING CAME OUT GREAT. LOVED THE WAY BUS BOYS WERE ON POINT WITH REMOVING THINGS IMMEDIATELY OUT MY WAY. THE FOOD WAS SOOOOOOOOOOOOOOO! GOOD I WANT TO GO BACK NOW!!!! GREAT VIBE,ENRGY AND LOVED THAT EVERYONE WAS VERY PROFESSIONAL. ATIRE CLEAN & WELL GROOMED."
Fatboy718,"Dined on April 17, 2021",5,"Nice location, amazing food & great service. Drinks are really good."
Pleasedontposthis,"Dined on April 17, 2021",3,"Wonderful staff, incredible safety measures, lame food? Hate to say it because the staff was awesome but we expected much more from the food prep. Lobster rice not much lobster or taste. Dumpling very thick dough and simple.  Buns were very tasty, but needed a tiny bit of crunch to keep it from tasting like beef stew in a blanket.  Mash potatoes were interesting but nothing I would order again. Shrimp was not too deeply fried which was nice and very plentiful. I did love the bacon it was amazing! Perhaps we should have got a steak instead of the apps."
OpenTable Diner,"Dined on April 17, 2021",4,"Great food and great service, would expect more from the wine list ."
Osee,"Dined on April 17, 2021",5,Great atmosphere and service. Drinks are worth the price (you only need one). Great option for a night out/date night with your partner.
DwayneT,"Dined on April 17, 2021",5,Anniversary
ReenaA,"Dined on April 17, 2021",5,Everything was delicious!! The service was great! I loved it. The satays and the steak were ssooooo good!!
Manny,"Dined on April 17, 2021",5,"Great food, great service.  The crispy filet was amazing."
KareH,"Dined on April 16, 2021",5,Amazing. My server Jay was the best. I would def recommend this place to a friend. The entire staff was nice.
melissat,"Dined on April 15, 2021",4,"Food was great although my steak was overdone. I ordered a Grilled Filet Mignon, to be cooked medium and it was brought out over cooked :( Otherwise the rest of our food was great. Service and drinks were good as well. Overall had a good experience!"
BrookeR,"Dined on April 15, 2021",5,Brooklyn Chop House was in a beautiful neighborhood in NYC with delicious food. I highly recommend the lamb gyro dumplings and the short rib bao buns. The cucumber lime cocktail was delicious! There was a fun crowd & I saw a few birthday dinners there. The menu is a little pricey but it was worth the delicious food. My only complaint was that we were sat at a 2 personal bar stool table which was a little uncomfortable but only a minor inconvenience. The staff was so nice & made sure our water was always filled and our orders were taken care of. Overall a really delicious place would definitely go back.
ConnorJenkinss2,"Dined on April 15, 2021",3,"The vibe was great, nice setting & great service from the waiters, but the menu & the food was not what I expected. The menu seems a bit unique for a steakhouse, and my food wasn’t as flavorful as I preferred."
OpenTable Diner,"Dined on April 14, 2021",5,The food was delicious and service was excellent.
OpenTable Diner,"Dined on April 12, 2021",5,Great time
Michelle,"Dined on April 12, 2021",5,"I enjoyed my dining experience at Brooklyn Chop House! The staff was friendly and the food was delicious. I was disappointed that they were out of my favorite seaweed, but that gives me a reason to return."
OpenTable Diner,"Dined on April 11, 2021",1,Horrible from start to finish. I’m not a complainer or one to leave reviews. However I must today. Even with a reservation which they take your credit card to book the reservation you still have to wait. I reserved indoor dinning and was told due to the time they won’t be able to give me a seat inside even though they are the ones who made me wait. We sat outside and the waiter was abrupt and off putting. We were served appetizers and waited and hour and a half for our main course. The steak wasn’t all that great. The mash potatoes and broccoli were very good. But the time we got our food they were closing and we felt we had to rush to eat. Don’t recommend.
DavidR,"Dined on April 11, 2021",5,Service was friendly and prompt. Food was amazing.
OpenTable Diner,"Dined on April 11, 2021",4,"We made reservations for inside but unfortunately we were told seating for inside was an hour wait, so we had no choice but to do outdoor dining."
TanishaC,"Dined on April 11, 2021",5,As always the food is amazing as well as the service. I enjoy the ability to share the plates with everyone so we can all get a taste. Come with your wallets ready as this requires some coins but it’s worth it
OpenTable Diner,"Dined on April 11, 2021",4,"Went here on a date after a spa session. We had reservations and still had to stand on a long line... that was annoying. Once we were seated we had to be moved because the table was wobbling..🙄 but once we settled in everything was good. I had the filet mignon and broccoli, it was good but just a little spicy... my date had the steak which was also very good. Their drinks were good... and the cheese cake was awesome."
ChrisL,"Dined on April 11, 2021",5,Great for a nice date night! The filet mignon beef and broccoli was superb.
ShawntneH,"Dined on April 11, 2021",4,Food was great. Great service! It was even better to see Majority black young and old.
LR1616,"Dined on April 11, 2021",4,Food is exceptional!! Book your reservation well in advance
OpenTable Diner,"Dined on April 11, 2021",5,As always the food was amazing!! The service was also Amazing and everything came out fast and our server was always around when we needed him! 10/10
NadiaA,"Dined on April 10, 2021",5,Brooklyn Chop House never disappoints... The food and my steak are always consistent and in point...   Really a great place for dinner.
OpenTable Diner,"Dined on April 10, 2021",1,"This was a dinner date for my girlfriend’s birthday. The restaurant was notified but never acknowledged the occasion. There were bugs in my water (there was plastic over the glass, so the bugs came from the water pitcher used for all patrons). The food was not that great, and way over priced for what we ate (a side plate of steamed, flavorless bok choy was $22, for example). I also understand covid time restrictions, but a 1 1/2 hour limit on a steakhouse dinner is quite the rush! Very disappointing experience overall."
OpenTable Diner,"Dined on April 9, 2021",3,Birthday dinner for 6 guest
SharG,"Dined on April 9, 2021",5,Highly recommend this place. I celebrated my birthday here  and had a wonderful time.
ShawannaV,"Dined on April 9, 2021",5,This was one of the best places ever for the food presentation and service
NicoleC,"Dined on April 8, 2021",5,"Omgggg from the time myself and my guests walk in it was the best experience ever , the stuff took real good ❤ of us it was my birthdayShenanigans week thank you for a beautiful time. I will come again and again. I love supporting restaurants and Brooklyn chop house is 1."
Steve,"Dined on April 7, 2021",3,The food was basic nothing special. The steak was extra fatty. Drinks were good. We were seated instantly which is good. Overall just an OK experience.
ChristianF,"Dined on April 7, 2021",5,"Went there with my fiancé, we never have a bad experience"
LJ123,"Dined on April 7, 2021",4,"the food was okay , the meats need better seasoning . for it to be a chop house the meats aren’t seasoned well . and very over priced for the amount of food"
DianeS,"Dined on April 6, 2021",2,"Smoke House drink was disappointing, no smoke?  Vegetable fried no flavor.  Table too small for dishes ordered."
MichelleM,"Dined on April 5, 2021",4,"Food was great, service a lil slow but that could be because it was Easter Sunday ambiance was beautiful. Overall a good experience."
ArleaneJ,"Dined on April 5, 2021",4,"Excellent food, great location.. The 'it' place to be.."
Kidoublexoxoxoxoxoxoxoxo,"Dined on April 5, 2021",5,"My first time there and I enjoyed every bit of it, the food was excellent, portions was very good. Cocktails were excellent. Although I was on time for my reservation I had to wait at least 15 min for a table. Overall great place, can’t wait to go back!"
SanyaB,"Dined on April 5, 2021",5,"I enjoyed the food, setting and service. Excellent staff members."
SydneyB,"Dined on April 4, 2021",5,The food was delicious and the service was great. I will return.
Jasmine,"Dined on April 4, 2021",4,"Decent , I can’t complain."
CFarra,"Dined on April 4, 2021",5,"Celebrated my son’s birthday Saturday. Overall super nice, and tasty experience!!!"
JamesP,"Dined on April 4, 2021",5,That salt & pepper Lobster is Amazing!!! So are the lamb chops and the short ribs. My new favorite spot!!!
OpenTable Diner,"Dined on April 4, 2021",4,The dumplings and Appetizers were delicious. The Caesar salad is  amazing... highly recommend! The fried rice was hard but had good flavor. Be aware that you will have to wait even with a reservation. Pulled up and the reservation line was around the corner. Was able to get seated faster (around 10 minute wait) because we were a party of 2 and willing to to dine outside.
Fatima,"Dined on April 4, 2021",5,"My new favorite spot. I’ve been here almost weekly since February. The food is phenomenal! The chicken satays and a drink are my after work go to meal. Lovely place to head for a date, special occasion or like me, every day dining. You will not be disappointed- unless you don’t have a reservation!"
KattyM,"Dined on April 4, 2021",3,"The food here is mediocre, especially for the price. The service is not great. We had a reservation for 7:15pm, arrived at 7:08pm and had to wait in line, outside, for 30mins to be seated. While I understand that Covid restrictions impact the dining experience, but you know what your capacity is, why overbook to have people waiting online. My biggest pet peeve, was that the line was being managed the same way NYC clubs are. It's all about who you know to get moved up on the line and get seated first - which at that defeats the purpose of a reservation."
IhsanR,"Dined on April 4, 2021",1,Not the environment I expected more like a club environment and very very small. Ordered fried wontons and spring rolls. (Yuck) the chicken in the wontons were like the Chinese store from the neighborhood. Overpriced intense aggressive environment. The French fries weren’t fresh cut they were chicken shack fries that Cost 1.00 but they charge you 10 dollars for them. The spring rolls were greasy as hell and the grease taste like it wasn’t change in the past 2weeks. My gf got the salt and pepper shrimp and the batter was like a regular  Chinese  store with the same quality. It’s overpriced and over hype! If you’re going to drink and listen to music and look at people cool but don’t go there to eat because that ain’t the place. My NY strip steak was horrible you’re better off going to longhorn steakhouse. The soda was flat as hell these people can’t even get simple basics down like fresh cut French fries. Brooklyn chop house is a scam I felt like I got robbed. This is the god honest truth go there with sweat pants on and a hoody nothing to dress up for. Very very small place and tight people next to you in your conversation breathing on you. There’s also a line in the front with a bouncer and metal detectors. C’mon man are you serious?
NazingaB,"Dined on April 4, 2021",4,The food wasn’t a great as expected. This is the second time dining here and the 1st visit the food was amazing. I ordered the same dishes the second time and not one dish taste as great as the first time. I even had to send a dish back to have it remade.
ChereseJ,"Dined on April 3, 2021",1,"We arrived early for our reservation. It was FREEZING outside. They had us standing outside on a line for 30 minutes WITH a reservation. We left and they still billed my card $40.00.  We asked several people, why we had to wait so long in the cold. They told us to just wait on the line.. won’t go back"
OpenTable Diner,"Dined on April 3, 2021",5,"The wait staff was incredible, the appetizers were so so (2 out of 4 we ordered were amazing), the entrees were very good (steak was cooked to perfection). Would definitely return for another date night some time soon for sure!"
BritL,"Dined on April 2, 2021",3,This is my second time here I returned of course because the food is good. However the service is horrible I had a reservation at 730 didn’t get settled until almost 840. On top of that they don’t allow you to wait inside so we had to stand in the cold becasise the car was parked in a garage not close by. They kept pushing us to take a table outside even though I specifically asked for indoor on the reservation. Some people from the reality show love and hip hop where in there asking for a table for 13 so I believe they were bumping peoples reservations to accommodate them. Once we sat the waiter rushed us to order food and appetizers at the same time because we could only be at the table for 90 minutes. If I hadn’t drove all the way from Philly for it I would have left.
Mrhumble113,"Dined on April 2, 2021",5,Had wonderful time the food was on point
JeremyC,"Dined on April 2, 2021",5,Great restaurant the service was excellent and the food was prepared well. would definitely return again
PurpleButterflies,"Dined on April 2, 2021",5,"Beginning at the front door, our party was extended the 'Welcoming Arm of Outstanding Dining Adventure""!! We were formally greeted by the staff along with a dedicated ""birthday greeting"" for our guest of honor and main reason for our celebration. In my opinion, we had premium table seating and our server 'was flown in directly from Paris' just to serve us!! Although I know this was a joke, he was SUPER ATTENTIVE and so very helpful with honest suggestions on the menu items! I must give a shout out to the Bartender on duty -- all of our drink orders were on point!!!!!! The entire evening was magical; the dishes were picture perfect, yet succulent. I am so happy that we chose this restaurant and I will return next time I visit the city!!! Our table was uniquely blessed by a visit from the Owner which was more than a welcomed surprise!!! Much success and blessing bestowed on you, your business and all of its qualities and genuine service."
kimberlyc,"Dined on April 1, 2021",5,"Love the restaurant, service was excellent, & the food was great. We ordered the lamb chops, pork chops, lobster fried rice it was all delicious. Finished off with some red velvet cake which was scrumptious"
Shai,"Dined on April 1, 2021",5,"Went here to treat my mom and aunt. Service was great, food was delicious and drinks were good. Server and wait staff was respectful and more"
OpenTable Diner,"Dined on March 31, 2021",5,My wife had the most beautiful and delicious dinner at Brooklyn Chop House.  Can’t wait to get back and enjoy again!
OpenTable Diner,"Dined on March 31, 2021",5,I had a great time it was my mom’s birthday she enjoyed every moment.
OpenTable Diner,"Dined on March 30, 2021",5,The service was amazing. The spacing was very tight & not much “social distancing) tables were pretty much on top of each other. Food was cool pretty much pricey Chinese food lol drinks were ok
Melissa,"Dined on March 30, 2021",5,Great service...Jake the hostess was AMAZING! Made me feel so special on my bday...he will definitely be one of the main reasons I return to Brooklyn Chop House ❤️
StaceyW,"Dined on March 30, 2021",5,"I was referred by a friend of mine to go and check this out. I must say, the food was amazing the cocktails were great as well. I decided to go and take my daughter for her 21st. Birthday. We had a great time and we will be going back. Thank you again for the great food and service😊"
OpenTable Diner,"Dined on March 30, 2021",5,Food on a level you have to search for in NYC.
LynetteC,"Dined on March 30, 2021",5,Very great service and food! Will definitely return again.
OpenTable Diner,"Dined on March 29, 2021",5,Loved the food
DaijiaB,"Dined on March 29, 2021",5,I loved it. I will be coming back! The food was outstanding
VanessaV,"Dined on March 29, 2021",5,Food was awesome service was exceptional will definitely go again!
KarahE,"Dined on March 29, 2021",5,This is a great place. The food was excellent! The staff was so welcoming and had great recommendations on food choices especially considering it was my first time there!
OpenTable Diner,"Dined on March 28, 2021",4,"Even though we had reservations, we had to wait on a line outside to get into the restaurant. Ambiance was nice inside. Waiter took 25 min to take our order. The food was great. The waiter knew it was one of our birthdays so he brought over dessert and candle for us, we thought i was a nice gesture and on the house but was surprised to see it slapped on the bill although we didn’t ask for it."
Ceec,"Dined on March 28, 2021",3,Disappointed with this Visit. It Was my birthday and nothing special was really Done. I feel like I could’ve had a much better time somewhere else. The food was good but not as good as the other times I’ve came. It was just chaotic inside which is understandable as it’s been like this most places since the pandemic. But yea I feel like service could’ve been more friendly. The appetizers weren’t great.  I probably won’t come back unless it’s for take out because the prices don’t match the experience.
OpenTable Diner,"Dined on March 27, 2021",5,It was wonderful! I would come over & over again.
Nia328,"Dined on March 27, 2021",5,I’m def going back! The staff was very accommodating and friendly. The food service was timely! Niko was an amazing waiter! Thank you so much!
Foodie,"Dined on March 27, 2021",4,Had a good time
Matt,"Dined on March 27, 2021",4,"Fantastic place! Pretty pricey. The food was absolutely delicious, and it's a cool place with a pretty good vibe. We would love to come back.  Only thing is, considering our total came to $160 for a usual three-course meal and the items we ordered were on the cheaper side of the menu, there are certainly comparable places for a lower price even in the city.   If you're okay with paying for a bit more of an expensive meal than you'd likely expect, definitely recommend!"
Lucy,"Dined on March 26, 2021",5,great servers! i enjoyed the calamari it was very yummy
LindaM,"Dined on March 26, 2021",4,The food and drinks were amazing.  The service needed some help.
OpenTable Diner,"Dined on March 26, 2021",4,Very nice and quick service. Food was great.
TerennaJ,"Dined on March 25, 2021",5,The best place I’ve been in a long time it was a good decision
JoviBeauty,"Dined on March 24, 2021",5,"This is my favorite restaurant for a reason! I adore everything about the food and the service, not cheap but you certainly get what you pay for."
FrancesR,"Dined on March 24, 2021",5,“A SEXY AMBIANCE ACCOMPANIED BY EXQUISITE SAVORY PLATED PLEASURES”❤️
OpenTable Diner,"Dined on March 24, 2021",5,My first time here and it was absolutely amazing! Will definitely be back 😁
OpenTable Diner,"Dined on March 23, 2021",1,The food chicken fried rice bland philly cheese steak dumplings average crispy beef average  Our server was horrible this place is over rated not worth it at all very disappointed
Julia,"Dined on March 22, 2021",4,It was a wonderful experience. Our waitress Juliette was excellent. We was celebrating my birthday and had a great time.
SamFoxx,"Dined on March 22, 2021",5,My first visit and it was amazing. From the first greeting from the hostess to paying the bill the service was a 10 all around. This will be my new spot all of  ‘21 :)
ShatikeW,"Dined on March 22, 2021",4,"Great good, strong drinks. A little confusion as to which table got what food but maybe they were new. Waiter did forget my order of dumplings though it didn't matter we were too full."
Elizabeth,"Dined on March 21, 2021",5,"Everything was great. I took my boyfriend here for his birthday and he loved it abs enjoyed the food, drinks and service."
DeCe,"Dined on March 21, 2021",5,Great experience. Great food. Amazing ambience. Can’t wait to go back !
TeeW,"Dined on March 21, 2021",5,Very nice. The food was amazing. It did feel very rushed tho. That annoyed me a little but it didn’t take away from the quality.
JoyYJ,"Dined on March 21, 2021",5,Loved it! Would definitely go back but be punctual!
Ginah,"Dined on March 21, 2021",3,"I was disappointed on a few things, I saw employees wearing their mask below their noses.  I am an author and writer for many television shows and requested in my pre deposit for a private table.  That wasn’t even addressed when I came in.  So I guess if you are not a rapper/actor you are not given the same crudités.  My lamb was extremely fatty, not like how you keep some fat on for flavor more like a poor cut of meat.  My lobster dumpling did not taste like lobster was in it, and was brown.  I mean you are paying for the best, and I got mediocre.  I was not impressed.   I’d like to say one thing positive... but can’t.  The neighboring table broke a glass, which ended up on my side, which twice I requested for someone to clean, both times glass chards were left ... what can I expect?  Lastly, I ordered the cucumber mint and it was just a swallow.    At this point, I’m all set.  I’ve seen my friends come through people in the Industry and the treatment they got was exceptional.  I can’t imagine what the general public eats here and the non attention they get.  Oh ... yes I can, because it happened to me.  Lol"
OpenTable Diner,"Dined on March 21, 2021",5,Great Experience  Great food Great service!!
OpenTable Diner,"Dined on March 21, 2021",5,I love everything about this place it was beautiful and the people are very nice and welcoming
OpenTable Diner,"Dined on March 19, 2021",5,It’s just one of the best food I have eaten EVER and amazing music and people !!
TroyP,"Dined on March 19, 2021",5,I enjoyed dinning at the BCH.. it was my 1st time there and I would absolutely return. Everything was great however what I most enjoyed in addition to the meal was the attention and care of our server Alex!! Guy was amazing.. very knowledgeable seemed genuine funny and just truly made my Lady and I feel special. Alex you're amazing. And thank you to everyone wonderful experience from start to finish🥰👍🏽🥂 The greeter was fantastic as well (Gentlemen that showed us to our table).. Quality evening!!
OpenTable Diner,"Dined on March 19, 2021",4,The food was very good. I felt rushed. The waiter was literally standing over us. They were trying to grab the plates even when we still had food on them. They have a 90 minute limit due to Covid - but we were well under that time and they were still rushing us.
ChristinaF,"Dined on March 18, 2021",5,"Love this place,  the food,  ambiance and staff are amazing."
Star,"Dined on March 18, 2021",2,Outside seating was wack! Food was ok! Nothing to brag about. Will try into seating next time
OpenTable Diner,"Dined on March 17, 2021",5,We had the greatest time here. Definitely will be coming back soon. Our waitress was Amazinggg
OpenTable Diner,"Dined on March 17, 2021",4,They were very attentive. Loved the vibe
PerlaC,"Dined on March 16, 2021",5,"I love it here. Every time I come the food is so good and the service is up to par. The music is always a vibe and Tony, the manager, always makes me feel like a VIP."
BosseaQQ,"Dined on March 16, 2021",5,My first experience...hands down on sanitized environment...food was perfect in tasting...nothing over powered...burst of flavors...Duck the best I have ever tasted..skin on point..  We be coming again
TanieshaW,"Dined on March 16, 2021",5,Absolutely awesome!! Periodt!!! Went there for my birthday and just awesome!!!
JabariC,"Dined on March 15, 2021",5,Great Vibes Great Food Intimate / family setting.
JAMc,"Dined on March 15, 2021",5,"Boukary was our server. He was so knowledge, kind and attentive. He made the evening fun and his French accent is a definite advantage. The food was great. The outside seating was spacious and comfortable with outdoor heating. Overall, excellent!"
Benny,"Dined on March 15, 2021",5,Love this place I will be back !!!!! Ok  food was amazing and felt very safe during COVID-19
SAFPhoto,"Dined on March 14, 2021",3,There was a wait even with reservations. We were offered to be sat outdoors in the heated tint versus waiting outside to be seated.   The food was plentiful for 2 and the price was great.  not too fond of the taste of the food.
OpenTable Diner,"Dined on March 14, 2021",5,"Love love loved my food and ambience !! Arrive 30 min before your reservations ! There was a crazy line, my evening was worth the wait.  Great birthday spot ."
OpenTable Diner,"Dined on March 13, 2021",5,AMAZING!!! Everything from security outside to the desert was OUTSTANDING!
AshP,"Dined on March 13, 2021",2,Overall I expected my experience to be a lot different for my birthday. Half of our food took a long time to come out in which people were left watching everyone eat. Then to top it off the waiter thought he was slick and charged us an extra $130 when the correct amount to take off each card was written on the paper. When we addressed the situation the next day we were told the machine malfunctioned but if we did not call they would of never gave us our money back! Malfunction my behind! Your waiter tried to steal extra money. I won’t be returning here.
ChrystalQ,"Dined on March 13, 2021",5,We are from New Orleans and decided to celebrate my Husband's birthday here. He had steak and I had lamb chops. They were absolutely perfect.  The salt & pepper lobster bites were delicious as was the duck tacos.... Expected a larger class for the price that the drinks were but they were good as well.  The Valet team was great and made us feel like we were Stars!!!
NadiaR,"Dined on March 13, 2021",5,Softest steak I’ve had this far and i loooove steak ! Lobster fried rice was amazing !!! And the cheesesteak dumplings were yummy ! My drink mixed to perfection !! I’ll def be coming back !
KarenS,"Dined on March 13, 2021",5,"Food always amazing , My favorite is the chicken satay and the salt and pepper lobster! The servers are top notch and high class , you get a full experience while at the chophouse , i love the rose spritzer"
OpenTable Diner,"Dined on March 12, 2021",5,"Ambiance, music and service was an A+! The food was very middle of the road but visually appealing.   Imagine getting Asian takeout from a bodega-Chinese Food place on the corner in one of the boroughs .... minus the styrofoam packaging - add some garnish and give it a cool name or a fusion east meets west mix. The taste is very meh.   The food visually appealing and novel (insert pac-man dumplings here). Great ideas, poor execution and totally lacking in taste.   Definitely go for the ambiance, music and service but don’t expect to be wowed by the taste. You’ll be disappointed. I gotta say, I’ll be back! 🙌🏽"
AshleyT,"Dined on March 12, 2021",1,My food wasn’t cooked according my liking (medium well)  I had to wait for another steak order that took 30 mins that tables weren’t big enough I was put in a corner very small on my anniversary. It was a unorganized with the seating. The server was okay. Not a good experience for the first time wouldn’t recommend it
RotimiA,"Dined on March 11, 2021",5,Always a great time. Great staff. Great service. Delicious food always.
erin02,"Dined on March 10, 2021",5,"Excellent food, great service- something for everyone.  Kid friendly."
CherieseH,"Dined on March 8, 2021",5,"Great food and atmosphere. Been here before and enjoyed it, so I returned again. I was not disappointed."
